instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
184,2011-07-03,fall,2011,7,no,Sunday,no,Mist,29.383347,33.42875,0.6825,0.228858,2282,2367,4649
185,2011-07-04,fall,2011,7,yes,Monday,no,Mist,29.793346999999997,33.27085,0.637917,0.0814792,3065,2978,6043
186,2011-07-05,fall,2011,7,no,Tuesday,yes,Clear,30.613346999999997,34.816900000000004,0.590417,0.126258,1031,3634,4665
187,2011-07-06,fall,2011,7,no,Wednesday,yes,Clear,29.52,34.28165,0.743333,0.149883,784,3845,4629
188,2011-07-07,fall,2011,7,no,Thursday,yes,Clear,30.75,34.34355,0.65125,0.1592,754,3838,4592
189,2011-07-08,fall,2011,7,no,Friday,yes,Mist,29.075847,33.524150000000006,0.757917,0.225129,692,3348,4040
190,2011-07-09,fall,2011,7,no,Saturday,no,Clear,30.066653000000002,33.2079,0.609167,0.167912,1988,3348,5336
191,2011-07-10,fall,2011,7,no,Sunday,no,Clear,30.6475,34.50125,0.578333,0.183471,1743,3138,4881
192,2011-07-11,fall,2011,7,no,Monday,yes,Clear,31.2625,36.4902,0.635833,0.282337,723,3363,4086
193,2011-07-12,fall,2011,7,no,Tuesday,yes,Clear,32.560846999999995,36.96375,0.559167,0.200254,662,3596,4258
194,2011-07-13,fall,2011,7,no,Wednesday,yes,Clear,30.613346999999997,34.4702,0.631667,0.146133,748,3594,4342
195,2011-07-14,fall,2011,7,no,Thursday,yes,Clear,27.914153000000002,31.7552,0.47625,0.240667,888,4196,5084
196,2011-07-15,fall,2011,7,no,Friday,yes,Clear,27.196652999999998,31.21855,0.59125,0.182833,1318,4220,5538
197,2011-07-16,fall,2011,7,no,Saturday,no,Clear,28.153347,31.91315,0.585,0.208342,2418,3505,5923
198,2011-07-17,fall,2011,7,no,Sunday,no,Clear,29.485847,33.49165,0.604167,0.245033,2006,3296,5302
199,2011-07-18,fall,2011,7,no,Monday,yes,Clear,30.613346999999997,35.19625,0.65125,0.215804,841,3617,4458
200,2011-07-19,fall,2011,7,no,Tuesday,yes,Clear,31.843347,37.37395,0.650417,0.1306,752,3789,4541
201,2011-07-20,fall,2011,7,no,Wednesday,yes,Clear,31.501653,37.3425,0.707083,0.113817,644,3688,4332
202,2011-07-21,fall,2011,7,no,Thursday,yes,Mist,33.415,41.31855,0.69125,0.222021,632,3152,3784
203,2011-07-22,fall,2011,7,no,Friday,yes,Clear,34.781653,42.0448,0.580417,0.1331,562,2825,3387
204,2011-07-23,fall,2011,7,no,Saturday,no,Clear,34.815847,40.214349999999996,0.5,0.131221,987,2298,3285
205,2011-07-24,fall,2011,7,no,Sunday,no,Clear,34.03,39.74145,0.550833,0.169171,1050,2556,3606
206,2011-07-25,fall,2011,7,no,Monday,yes,Clear,30.476653000000002,36.0479,0.757083,0.0908083,568,3272,3840
207,2011-07-26,fall,2011,7,no,Tuesday,yes,Clear,31.638347,34.84895,0.540833,0.200258,750,3840,4590
208,2011-07-27,fall,2011,7,no,Wednesday,yes,Clear,31.775000000000002,34.53335,0.402917,0.183463,755,3901,4656
209,2011-07-28,fall,2011,7,no,Thursday,yes,Clear,31.945847,36.995,0.583333,0.178479,606,3784,4390
210,2011-07-29,fall,2011,7,no,Friday,yes,Clear,34.371653,39.29835,0.5425,0.174138,670,3176,3846
211,2011-07-30,fall,2011,7,no,Saturday,no,Clear,32.970847,36.42685,0.465833,0.168537,1559,2916,4475
212,2011-07-31,fall,2011,7,no,Sunday,no,Clear,33.039153,36.4898,0.480833,0.164813,1524,2778,4302
213,2011-08-01,fall,2011,8,no,Monday,yes,Clear,31.638347,35.1646,0.550833,0.156717,729,3537,4266
214,2011-08-02,fall,2011,8,no,Tuesday,yes,Clear,32.116653,35.35355,0.49125,0.20585,801,4044,4845
215,2011-08-03,fall,2011,8,no,Wednesday,yes,Mist,29.998347,33.99685,0.6575,0.135583,467,3107,3574
216,2011-08-04,fall,2011,8,no,Thursday,yes,Mist,29.11,33.2394,0.7575,0.19715,799,3777,4576
217,2011-08-05,fall,2011,8,no,Friday,yes,Clear,29.144153000000003,32.82835,0.630833,0.184696,1023,3843,4866
218,2011-08-06,fall,2011,8,no,Saturday,no,Mist,29.383347,33.807700000000004,0.755,0.22825,1521,2773,4294
219,2011-08-07,fall,2011,8,no,Sunday,no,Clear,30.442500000000003,35.7646,0.752917,0.201487,1298,2487,3785
220,2011-08-08,fall,2011,8,no,Monday,yes,Clear,31.365000000000002,35.16415,0.592083,0.192175,846,3480,4326
221,2011-08-09,fall,2011,8,no,Tuesday,yes,Clear,31.775000000000002,36.20605,0.570417,0.151121,907,3695,4602
222,2011-08-10,fall,2011,8,no,Wednesday,yes,Clear,31.433346999999998,34.24915,0.424167,0.200258,884,3896,4780
223,2011-08-11,fall,2011,8,no,Thursday,yes,Clear,29.4175,32.57605,0.42375,0.164796,812,3980,4792
224,2011-08-12,fall,2011,8,no,Friday,yes,Clear,29.041653,32.7021,0.415,0.125621,1051,3854,4905
225,2011-08-13,fall,2011,8,no,Saturday,no,Mist,28.119153,32.2929,0.729583,0.211454,1504,2646,4150
226,2011-08-14,fall,2011,8,no,Sunday,no,Mist,27.743347,31.219400000000004,0.8175,0.222633,1338,2482,3820
227,2011-08-15,fall,2011,8,no,Monday,yes,Clear,27.299153,30.80835,0.712083,0.208954,775,3563,4338
228,2011-08-16,fall,2011,8,no,Tuesday,yes,Clear,28.734153000000003,32.29185,0.578333,0.236329,721,4004,4725
229,2011-08-17,fall,2011,8,no,Wednesday,yes,Clear,29.656653,33.33355,0.575417,0.143667,668,4026,4694
230,2011-08-18,fall,2011,8,no,Thursday,yes,Clear,29.178347000000002,33.1129,0.654583,0.233208,639,3166,3805
231,2011-08-19,fall,2011,8,no,Friday,yes,Mist,28.085,31.661050000000003,0.722917,0.139308,797,3356,4153
232,2011-08-20,fall,2011,8,no,Saturday,no,Clear,28.5975,32.4498,0.674167,0.104467,1914,3277,5191
233,2011-08-21,fall,2011,8,no,Sunday,no,Clear,29.144153000000003,33.776250000000005,0.77,0.248754,1249,2624,3873
234,2011-08-22,fall,2011,8,no,Monday,yes,Clear,28.358347000000002,31.9127,0.47,0.27675,833,3925,4758
235,2011-08-23,fall,2011,8,no,Tuesday,yes,Clear,26.274153,30.303350000000002,0.455417,0.146763,1281,4614,5895
236,2011-08-24,fall,2011,8,no,Wednesday,yes,Clear,27.606652999999998,31.5346,0.605,0.253108,949,4181,5130
237,2011-08-25,fall,2011,8,no,Thursday,yes,Mist,28.050846999999997,32.2927,0.771667,0.210833,435,3107,3542
238,2011-08-26,fall,2011,8,no,Friday,yes,Clear,28.7,32.98665,0.76125,0.0839625,768,3893,4661
239,2011-08-27,fall,2011,8,no,Saturday,no,Mist,27.880000000000003,31.7778,0.85,0.375617,226,889,1115
240,2011-08-28,fall,2011,8,no,Sunday,no,Clear,28.989418999999998,32.397949999999994,0.561765,0.304659,1415,2919,4334
241,2011-08-29,fall,2011,8,no,Monday,yes,Clear,26.103347,30.3979,0.554583,0.159825,729,3905,4634
242,2011-08-30,fall,2011,8,no,Tuesday,yes,Clear,26.205847000000002,29.7352,0.548333,0.125008,775,4429,5204
243,2011-08-31,fall,2011,8,no,Wednesday,yes,Clear,26.923347,30.556050000000003,0.597917,0.0833333,688,4370,5058
244,2011-09-01,fall,2011,9,no,Thursday,yes,Clear,26.855,30.746050000000004,0.639167,0.141796,783,4332,5115
245,2011-09-02,fall,2011,9,no,Friday,yes,Mist,26.376653,30.2404,0.727083,0.139929,875,3852,4727
246,2011-09-03,fall,2011,9,no,Saturday,no,Clear,27.435847,31.66065,0.716667,0.185325,1935,2549,4484
247,2011-09-04,fall,2011,9,no,Sunday,no,Clear,29.075847,33.27145,0.742083,0.206467,2521,2419,4940
248,2011-09-05,fall,2011,9,yes,Monday,no,Mist,27.606652999999998,31.282300000000003,0.790417,0.212696,1236,2115,3351
249,2011-09-06,fall,2011,9,no,Tuesday,yes,Light Snow/Rain,22.14,25.759999999999998,0.886957,0.343943,204,2506,2710
250,2011-09-07,fall,2011,9,no,Wednesday,yes,Light Snow/Rain,24.565847,27.21145,0.917083,0.0970208,118,1878,1996
251,2011-09-08,fall,2011,9,no,Thursday,yes,Light Snow/Rain,25.990433,27.76805,0.939565,0.192748,153,1689,1842
252,2011-09-09,fall,2011,9,no,Friday,yes,Mist,26.650000000000002,28.9473,0.897917,0.124379,417,3127,3544
253,2011-09-10,fall,2011,9,no,Saturday,no,Clear,27.060000000000002,30.3981,0.75375,0.153608,1750,3595,5345
254,2011-09-11,fall,2011,9,no,Sunday,no,Clear,26.786653,30.46145,0.71375,0.115054,1633,3413,5046
255,2011-09-12,fall,2011,9,no,Monday,yes,Clear,26.418268,30.106500000000004,0.692174,0.088913,690,4023,4713
256,2011-09-13,fall,2011,9,no,Tuesday,yes,Clear,26.684153,30.1777,0.7125,0.141804,701,4062,4763
257,2011-09-14,fall,2011,9,no,Wednesday,yes,Clear,27.606652999999998,31.345,0.697083,0.1673,647,4138,4785
258,2011-09-15,fall,2011,9,no,Thursday,yes,Mist,23.677500000000002,27.68355,0.709167,0.271146,428,3231,3659
259,2011-09-16,fall,2011,9,no,Friday,yes,Mist,19.235847,23.07375,0.590417,0.164183,742,4018,4760
260,2011-09-17,fall,2011,9,no,Saturday,no,Mist,20.158347,23.9256,0.718333,0.189675,1434,3077,4511
261,2011-09-18,fall,2011,9,no,Sunday,no,Clear,20.807499999999997,24.52685,0.695,0.178483,1353,2921,4274
262,2011-09-19,fall,2011,9,no,Monday,yes,Mist,22.515846999999997,26.48375,0.69,0.151742,691,3848,4539
263,2011-09-20,fall,2011,9,no,Tuesday,yes,Mist,23.028347,26.610850000000003,0.88125,0.134954,438,3203,3641
264,2011-09-21,fall,2011,9,no,Wednesday,yes,Mist,24.395,27.526650000000004,0.9,0.0964042,539,3813,4352
265,2011-09-22,fall,2011,9,no,Thursday,yes,Mist,25.761653000000003,27.74815,0.902083,0.128125,555,4240,4795
266,2011-09-23,winter,2011,9,no,Friday,yes,Mist,24.975847,26.106249999999996,0.9725,0.0783667,258,2137,2395
267,2011-09-24,winter,2011,9,no,Saturday,no,Mist,24.873347,28.2206,0.8625,0.0783833,1776,3647,5423
268,2011-09-25,winter,2011,9,no,Sunday,no,Mist,26.000847,28.631849999999996,0.845,0.0503792,1544,3466,5010
269,2011-09-26,winter,2011,9,no,Monday,yes,Mist,26.615847000000002,29.452099999999998,0.848333,0.1107,684,3946,4630
270,2011-09-27,winter,2011,9,no,Tuesday,yes,Mist,26.103347,28.726249999999997,0.885417,0.118171,477,3643,4120
271,2011-09-28,winter,2011,9,no,Wednesday,yes,Mist,26.035,28.757899999999996,0.84875,0.148629,480,3427,3907
272,2011-09-29,winter,2011,9,no,Thursday,yes,Clear,25.283347,28.7256,0.699167,0.172883,653,4186,4839
273,2011-09-30,winter,2011,9,no,Friday,yes,Clear,23.130847,27.24145,0.6475,0.206475,830,4372,5202
274,2011-10-01,winter,2011,10,no,Saturday,no,Mist,16.81,20.64315,0.75375,0.292296,480,1949,2429
275,2011-10-02,winter,2011,10,no,Sunday,no,Mist,14.623347,17.26585,0.791667,0.222013,616,2302,2918
276,2011-10-03,winter,2011,10,no,Monday,yes,Mist,15.750846999999998,19.6023,0.760833,0.0833458,330,3240,3570
277,2011-10-04,winter,2011,10,no,Tuesday,yes,Clear,19.850847,23.6429,0.71,0.205854,486,3970,4456
278,2011-10-05,winter,2011,10,no,Wednesday,yes,Clear,22.071652999999998,26.3569,0.647917,0.17725,559,4267,4826
279,2011-10-06,winter,2011,10,no,Thursday,yes,Clear,20.260847000000002,24.02125,0.620833,0.134954,639,4126,4765
280,2011-10-07,winter,2011,10,no,Friday,yes,Clear,20.944153,25.2202,0.684167,0.0223917,949,4036,4985
281,2011-10-08,winter,2011,10,no,Saturday,no,Clear,21.388347,25.6621,0.70125,0.0454042,2235,3174,5409
282,2011-10-09,winter,2011,10,no,Sunday,no,Clear,22.174153,26.19915,0.7275,0.06345,2397,3114,5511
283,2011-10-10,winter,2011,10,yes,Monday,no,Clear,23.404153,27.14625,0.73375,0.0423042,1514,3603,5117
284,2011-10-11,winter,2011,10,no,Tuesday,yes,Mist,23.233347000000002,27.3048,0.80875,0.143042,667,3896,4563
285,2011-10-12,winter,2011,10,no,Wednesday,yes,Light Snow/Rain,22.276653,25.885849999999998,0.90625,0.24815,217,2199,2416
286,2011-10-13,winter,2011,10,no,Thursday,yes,Mist,24.155847,27.5902,0.896667,0.141787,290,2623,2913
287,2011-10-14,winter,2011,10,no,Friday,yes,Mist,22.584153,26.48375,0.71625,0.223883,529,3115,3644
288,2011-10-15,winter,2011,10,no,Saturday,no,Clear,20.773346999999998,24.936249999999998,0.483333,0.258083,1899,3318,5217
289,2011-10-16,winter,2011,10,no,Sunday,no,Clear,20.978347,25.1577,0.486667,0.281717,1748,3293,5041
290,2011-10-17,winter,2011,10,no,Monday,yes,Clear,21.900847,25.53625,0.579583,0.175379,713,3857,4570
291,2011-10-18,winter,2011,10,no,Tuesday,yes,Mist,21.8325,26.13605,0.701667,0.110087,637,4111,4748
292,2011-10-19,winter,2011,10,no,Wednesday,yes,Light Snow/Rain,22.211299,25.6924,0.895217,0.243339,254,2170,2424
293,2011-10-20,winter,2011,10,no,Thursday,yes,Clear,19.509153,23.32625,0.63625,0.422275,471,3724,4195
294,2011-10-21,winter,2011,10,no,Friday,yes,Clear,17.5275,21.1798,0.574167,0.221396,676,3628,4304
295,2011-10-22,winter,2011,10,no,Saturday,no,Clear,17.322499999999998,21.2746,0.629167,0.0926667,1499,2809,4308
296,2011-10-23,winter,2011,10,no,Sunday,no,Clear,17.288347,21.11665,0.74125,0.0995125,1619,2762,4381
297,2011-10-24,winter,2011,10,no,Monday,yes,Clear,18.996653,22.85335,0.772083,0.118792,699,3488,4187
298,2011-10-25,winter,2011,10,no,Tuesday,yes,Clear,19.338347,23.16875,0.622917,0.166658,695,3992,4687
299,2011-10-26,winter,2011,10,no,Wednesday,yes,Mist,19.850847,23.6423,0.720417,0.148642,404,3490,3894
300,2011-10-27,winter,2011,10,no,Thursday,yes,Mist,19.27,22.8523,0.812917,0.197763,240,2419,2659
301,2011-10-28,winter,2011,10,no,Friday,yes,Mist,13.564153,15.9406,0.585833,0.229479,456,3291,3747
302,2011-10-29,winter,2011,10,no,Saturday,no,Light Snow/Rain,10.420846999999998,11.39565,0.8825,0.351371,57,570,627
303,2011-10-30,winter,2011,10,no,Sunday,no,Clear,13.085847,16.06645,0.62375,0.176617,885,2446,3331
304,2011-10-31,winter,2011,10,no,Monday,yes,Clear,13.940000000000001,17.803150000000002,0.703333,0.10635,362,3307,3669
305,2011-11-01,winter,2011,11,no,Tuesday,yes,Clear,16.434153,19.8544,0.68375,0.135571,410,3658,4068
306,2011-11-02,winter,2011,11,no,Wednesday,yes,Clear,15.477500000000001,19.50665,0.71875,0.0820917,370,3816,4186
307,2011-11-03,winter,2011,11,no,Thursday,yes,Clear,16.741653,20.296049999999997,0.702083,0.136817,318,3656,3974
308,2011-11-04,winter,2011,11,no,Friday,yes,Mist,16.536653,20.1696,0.6225,0.271779,470,3576,4046
309,2011-11-05,winter,2011,11,no,Saturday,no,Clear,13.393346999999999,16.1927,0.519167,0.189062,1156,2770,3926
310,2011-11-06,winter,2011,11,no,Sunday,no,Clear,14.281653,18.117900000000002,0.734583,0.0920542,952,2697,3649
311,2011-11-07,winter,2011,11,no,Monday,yes,Clear,16.195,20.04355,0.75875,0.057225,373,3662,4035
312,2011-11-08,winter,2011,11,no,Tuesday,yes,Clear,16.741653,20.6123,0.721667,0.0690375,376,3829,4205
313,2011-11-09,winter,2011,11,no,Wednesday,yes,Clear,16.400000000000002,20.453950000000003,0.758333,0.0621958,305,3804,4109
314,2011-11-10,winter,2011,11,no,Thursday,yes,Mist,15.58,18.68605,0.813333,0.189067,190,2743,2933
315,2011-11-11,winter,2011,11,yes,Friday,no,Clear,13.290847,15.34085,0.44625,0.314675,440,2928,3368
316,2011-11-12,winter,2011,11,no,Saturday,no,Clear,14.623347,17.8971,0.552917,0.212062,1275,2792,4067
317,2011-11-13,winter,2011,11,no,Sunday,no,Clear,18.074153,21.5275,0.458333,0.281721,1004,2713,3717
318,2011-11-14,winter,2011,11,no,Monday,yes,Clear,21.73,26.2306,0.587083,0.306596,595,3891,4486
319,2011-11-15,winter,2011,11,no,Tuesday,yes,Mist,21.73,25.37895,0.68875,0.199633,449,3746,4195
320,2011-11-16,winter,2011,11,no,Wednesday,yes,Light Snow/Rain,18.723347,22.5994,0.93,0.136829,145,1672,1817
321,2011-11-17,winter,2011,11,no,Thursday,yes,Mist,14.008347,16.16105,0.575833,0.305362,139,2914,3053
322,2011-11-18,winter,2011,11,no,Friday,yes,Clear,11.240847,13.63605,0.41,0.168533,245,3147,3392
323,2011-11-19,winter,2011,11,no,Saturday,no,Clear,13.495847,16.22415,0.502083,0.224496,943,2720,3663
324,2011-11-20,winter,2011,11,no,Sunday,no,Mist,18.996653,22.8529,0.684583,0.18595,787,2733,3520
325,2011-11-21,winter,2011,11,no,Monday,yes,Light Snow/Rain,18.3475,22.2531,0.91,0.138054,220,2545,2765
326,2011-11-22,winter,2011,11,no,Tuesday,yes,Light Snow/Rain,17.083347,21.0848,0.9625,0.118792,69,1538,1607
327,2011-11-23,winter,2011,11,no,Wednesday,yes,Mist,18.074153,21.52685,0.757917,0.335825,112,2454,2566
328,2011-11-24,winter,2011,11,yes,Thursday,no,Clear,15.306653,18.62355,0.549167,0.167304,560,935,1495
329,2011-11-25,winter,2011,11,no,Friday,yes,Clear,15.375,19.033549999999998,0.64375,0.0988958,1095,1697,2792
330,2011-11-26,winter,2011,11,no,Saturday,no,Clear,15.409152999999998,19.254350000000002,0.681667,0.0684208,1249,1819,3068
331,2011-11-27,winter,2011,11,no,Sunday,no,Clear,18.825847,22.79,0.698333,0.208954,810,2261,3071
332,2011-11-28,winter,2011,11,no,Monday,yes,Clear,20.642598,24.5061,0.743043,0.142122,253,3614,3867
333,2011-11-29,winter,2011,11,no,Tuesday,yes,Mist,18.791653,22.56875,0.830833,0.258092,96,2818,2914
334,2011-11-30,winter,2011,11,no,Wednesday,yes,Clear,13.325000000000001,15.561050000000002,0.613333,0.271158,188,3425,3613
335,2011-12-01,winter,2011,12,no,Thursday,yes,Clear,12.8125,15.2777,0.524583,0.220158,182,3545,3727
336,2011-12-02,winter,2011,12,no,Friday,yes,Clear,12.880847,16.571649999999998,0.625833,0.100754,268,3672,3940
337,2011-12-03,winter,2011,12,no,Saturday,no,Clear,12.265847,15.530199999999999,0.612917,0.0957833,706,2908,3614
338,2011-12-04,winter,2011,12,no,Sunday,no,Clear,13.564153,17.455000000000002,0.775833,0.0839583,634,2851,3485
339,2011-12-05,winter,2011,12,no,Monday,yes,Mist,15.819153,19.696250000000003,0.827083,0.0622083,233,3578,3811
340,2011-12-06,winter,2011,12,no,Tuesday,yes,Light Snow/Rain,18.962500000000002,22.82,0.949583,0.232583,126,2468,2594
341,2011-12-07,winter,2011,12,no,Wednesday,yes,Light Snow/Rain,16.81,20.0123,0.970417,0.266175,50,655,705
342,2011-12-08,winter,2011,12,no,Thursday,yes,Clear,10.899153,12.8469,0.58,0.240058,150,3172,3322
343,2011-12-09,winter,2011,12,no,Friday,yes,Clear,11.924153,15.877099999999999,0.695833,0.0827167,261,3359,3620
344,2011-12-10,winter,2011,12,no,Saturday,no,Clear,11.275,13.320599999999999,0.5075,0.233221,502,2688,3190
345,2011-12-11,winter,2011,12,no,Sunday,no,Clear,9.054153,12.6577,0.49,0.0665417,377,2366,2743
346,2011-12-12,winter,2011,12,no,Monday,yes,Clear,9.771652999999999,13.5098,0.670833,0.06345,143,3167,3310
347,2011-12-13,winter,2011,12,no,Tuesday,yes,Clear,11.5825,15.0569,0.59,0.14055,155,3368,3523
348,2011-12-14,winter,2011,12,no,Wednesday,yes,Mist,13.0175,16.9181,0.66375,0.0609583,178,3562,3740
349,2011-12-15,winter,2011,12,no,Thursday,yes,Mist,17.322499999999998,20.61185,0.634167,0.268042,181,3528,3709
350,2011-12-16,winter,2011,12,no,Friday,yes,Mist,15.375,17.99125,0.500417,0.260575,178,3399,3577
351,2011-12-17,winter,2011,12,no,Saturday,no,Mist,10.591652999999999,12.46855,0.560833,0.243167,275,2464,2739
352,2011-12-18,winter,2011,12,no,Sunday,no,Clear,9.771652999999999,12.27895,0.58625,0.169779,220,2211,2431
353,2011-12-19,winter,2011,12,no,Monday,yes,Clear,11.343347,14.04665,0.6375,0.172896,260,3143,3403
354,2011-12-20,winter,2011,12,no,Tuesday,yes,Mist,15.819153,19.822699999999998,0.595417,0.0615708,216,3534,3750
355,2011-12-21,spring,2011,12,no,Wednesday,yes,Mist,17.561653,21.40085,0.858333,0.2214,107,2553,2660
356,2011-12-22,spring,2011,12,no,Thursday,yes,Mist,17.356653,21.306050000000003,0.7575,0.047275,227,2841,3068
357,2011-12-23,spring,2011,12,no,Friday,yes,Clear,15.306653,18.87565,0.68625,0.274246,163,2046,2209
358,2011-12-24,spring,2011,12,no,Saturday,no,Clear,12.4025,14.9621,0.5425,0.190304,155,856,1011
359,2011-12-25,spring,2011,12,no,Sunday,no,Clear,11.266103,13.998050000000001,0.681304,0.155091,303,451,754
360,2011-12-26,spring,2011,12,yes,Monday,no,Clear,13.191299,15.77675,0.506957,0.239465,430,887,1317
361,2011-12-27,spring,2011,12,no,Tuesday,yes,Mist,13.325000000000001,16.38165,0.7625,0.18845,103,1059,1162
362,2011-12-28,spring,2011,12,no,Wednesday,yes,Clear,12.264330000000001,13.9987,0.503913,0.293961,255,2047,2302
363,2011-12-29,spring,2011,12,no,Thursday,yes,Clear,10.181653,13.194600000000001,0.574167,0.119412,254,2169,2423
364,2011-12-30,spring,2011,12,no,Friday,yes,Clear,12.778347000000002,15.9406,0.636667,0.134337,491,2508,2999
365,2011-12-31,spring,2011,12,no,Saturday,no,Clear,16.81,20.70605,0.615833,0.220154,665,1820,2485
366,2012-01-01,spring,2012,1,no,Sunday,no,Clear,15.17,18.78105,0.6925,0.192167,686,1608,2294
